pais,regiao,uf,estado,municipio,bairro,endereco,nome_igreja,cnpj,canal_doacoes,contato,nome_paroco,vigarios_diaconos,diocese_arquidiocese,fonte_oficial,url_fonte,id_fonte,data_coleta,status_validacao,observacoes
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Sul,"Av. L2 Sul Q. 601 Módulo 3 / 4, Asa Sul, 70.200-610",Bom Jesus,,,Tel: 61.3226-5553 | WhatsApp: 61.3226-5553 | Email: parbomjesus@gmail.com,Pe. Luiz Gustavo de Araújo,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/bom-jesus/,540,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Lago Sul,Asa Sul,"SHIS QI 07 lt. C, Lago Sul, 71.615-630",São Pedro de Alcântara,,,Tel: 61 3364-3573 | WhatsApp: 61 98114-0630 | Email: secretariaspa@gmail.com | Instagram: https://www.instagram.com/paroquia_saopedrodealcantara/,,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-pedro-de-alcantara/,541,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Lago Sul,"SHIS EQ/QL 6/8 conj. A, Lago Sul, Brasília - DF - CEP: 71620-410",Nossa Senhora do Perpétuo Socorro,,,Tel: (61) 3248-0430 | (61) 3364-5226 | WhatsApp: (61) 99513-8613 | Email: nspslagosul@gmail.com | Site: https://www.nspslagosul.com.br/ | Instagram: https://www.instagram.com/psocorrolagosul/,"Pe. Thiago Azevedo, C.Ss.R.","Pe. José Bento, C.Ss.R.",Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-do-perpetuo-socorro-2/,542,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Lago Sul,"SHIS QI 01 conj. 1 lt. A, Lago Sul, 71.605-010",Nossa Senhora de Nazaré,,,Tel: 61 3365-2963 | WhatsApp: 61 98406-5325 | Email: secretariaspa@gmail.com,Padre Roberto Carlos Rambo,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-de-nazare-lago-sul/,543,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,ParkWay,"SMPW Quadra 27, Trecho 01, Área Especial 04, Park Way, Brasília-DF, CEP: 71.745-700",Sagrada Família,,,Tel: 61 3338 - 6844 | WhatsApp: 61 9 8426 - 6305 | Email: psfamiliapw@yahoo.com.br | Facebook: https://www.facebook.com/sagradafamiliaparkway/?locale=pt_BR | Instagram: https://www.instagram.com/sagradafamiliaparkway/,Padre Américo Coan Betta,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sagrada-familia-2/,544,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,,,Pennsylvania,Philadelphia,ParkWay,"Agrovila Vargem Bonita – AE 03, Park Way, 71.750-000 - Cx Postal 09",Divino Espírito Santo Paráclito,,,Tel: 61 3380-1958 | Email: paroquia.desp.vargem.bonita@gmail.com,,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/divino-espirito-santo-paraclito/,545,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Vila Planalto,"Rua da Igreja, Acamp DFL – lote 06, Vila Planalto, 70.803-020",Nossa Senhora do Rosário de Pompéia,,,Tel: 61 3306-3666 | WhatsApp: 61 3306-3666 | Email: parnspom@gmail.com | Facebook: https://www.facebook.com/paroquianossasenhoradorosariodepompeiavp/?locale=pt_BR | Instagram: https://www.instagram.com/rosariodepompeiavp/,PADRE MARCELO DA SILVA LIMA,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-do-rosario-de-pompeia/,546,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"SGAN 908 Módulo B, Asa Norte, 70.790-080",Paróquia Nossa Senhora das Graças da Medalha Milagrosa,,,Tel: (61) 3702-9119 | WhatsApp: (61) 99994-5300 | Email: pnsgracas@gmail.com | Site: https://www.pnossasenhoradasgracas.com.br/ | Facebook: https://www.facebook.com/igrejacatolicadaMedalhaMilagrosa/?locale=pt_BR | Instagram: https://www.instagram.com/pnsg.asanorte/,Padre Gustavo Xavier,Paulo César Campos,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-das-gracas/,548,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"SGAN 915 Md. A/B, Asa Norte,70.790-150",Santuário Basílica São Francisco de Assis,,,Tel: (61) 3447-7039 | WhatsApp: (61) 98461-1192 | Email: secretaria@santuariosaofrancisco.org.br | Site: https://basilicabrasilia.org.br/ | Facebook: https://www.facebook.com/ssfa.bsb/ | Instagram: https://www.instagram.com/basilicasaofranciscodf/,Frei Flávio Freitas de Amorim OFM,Frei José Nasareno de Sousa Santos (Guardião) I Frei Jorge Luis Soares da Silva,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santuario-sao-francisco-de-assis/,547,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"SGAN 702 CONJUNTO A S/N, ASA NORTE, BRASÍLIA - DF, CEP: 70.710-650",Santuário Nossa Senhora da Saúde,,,Tel: 61 3326 1180 | WhatsApp: 61 3326 1180 | Email: secretaria@nossasenhoradasaude.com.br | Site: https://www.nossasenhoradasaude.com.br | Facebook: https://www.facebook.com/santuario.saude/ | Instagram: https://www.instagram.com/nossasenhoradasaudedf/,Padre Rafael Souza dos Santos,Pe. Nei Nelson | Pe. João Firmino; Paulo César Campos,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-da-saude/,549,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"EQN 307/308 Norte S/N, Asa Norte, 70.746-400",Nossa Senhora da Esperança,,,Tel: (61) 3273-2255 | WhatsApp: (61) 99915-2716 | Email: secretaria@pnse.com.br | Site: https://www.pnse.com.br/ | Facebook: https://www.facebook.com/ParoquiaNossaSraEsperanca | Instagram: https://www.instagram.com/pnse_esperanca/,João Baptista Mezzalira de Filho,Padre Eduardo Gravioli I Padre Kleber de Lima,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-da-esperanca/,550,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"SGAN 913 Módulo C, Asa Norte, 70.790-130",Paróquia Nossa Senhora da Consolata,,,Tel: (61) 3272-2276 | WhatsApp: (61) 98236-0591 | Email: nsconsolatasecret@yahoo.com.br | Site: https://www.paroquiaconsolatadf.com.br/ | Facebook: https://www.facebook.com/nsconsolata/ | Instagram: https://www.instagram.com/nsconsolata/,Padre Lírio Girardi,Pe. Hector Elias Betancur Betancur I Pe. Mário Alves da Silva,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-da-consolata/,551,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"SGAN 609 Módulo C, Asa Norte, 70.830-403",Verbo Divino,,,Tel: 61 3349-5101/ 3349-5154 | WhatsApp: 98535-0006 | Email: secretariapvd@gmail.com,Vagner Uilson Apolinário SVD.,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/verbo-divino/,553,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"EQN 214/215 Lote A, Asa Norte, 70.875-040",Mãe da Divina Misericórdia,,,Tel: (61) 3024-9679,Pe. Eduardo Vinícius de Lima Peters,Pe. Alexis Ramon,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/mae-da-divina-misericordia/,555,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Asa Norte,"SGAN 604 – Módulo D, Asa Norte, 70.840-040",São José Operário,,,Tel: (61) 3327-1082 | WhatsApp: (61) 3327-1082 | Email: sjoperariobsb@globo.com | Facebook: https://www.facebook.com/share/3ZgWX2YqHGWssLb5/?mibextid=LQQJ4d | Instagram: https://www.instagram.com/saojoseoperariobsb?igsh=MWdrdXdwNzZzNzEyeg==,Padre Ricardo Ferreira de Carvalho,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-jose-operario/,554,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Candangolândia,"Q. 01 A/E Lote 05, Candangolândia, 71.725-100",São José Operário,,,Tel: (61) 3301-2004 | WhatsApp: (61) 3301-2004 | Email: paroquiasaojoseoperario01@gmail.com,,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-jose-operario-2/,558,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Cidade Estrutural,Quadra 07 Conjunto 03 Área Especial 01,Paróquia Jesus Bom Pastor,,,Tel: 61 98151-0053 | WhatsApp: 61 98151-0053 | Email: jesusbompastor.estrutural@arquidiocesedebrasilia.org.br | Instagram: https://www.instagram.com/paroquiajbp_estrutural/,Pe. Lourenço Isidoro Ferronatto,Pe.Stywart Andrey Almeida Durães,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/area-pastoral-jesus-bom-pastor/,559,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,,,Pennsylvania,Philadelphia,Cidade Estrutural,"Setor Central, Área Especial 23 - Estrutural",Nossa Senhora do Encontro com Deus,,,Tel: 61 3465-5796 | WhatsApp: 61 98212-3663 | Email: nsencontro.estrutural@arquidiocesedebrasilia.org.br,Pe. Miguel Ángel Díaz Meléndez,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-do-encontro-com-deus/,560,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Guará I,"QE 07 Cj. F - A. E., Guará I, 71.020-657",São Paulo Apóstolo,,,Tel: (61) 3060 3252 | WhatsApp: (61) 3060 3252 | Email: pspadf@gmail.com,Pe. Cristiano Parnahiba Souza - CJS,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-paulo-apostolo/,561,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Guará II,"QE 42 Conj N A.E 03, Guará II, 71.070-420",Santíssima Trindade,,,Tel: (61) 3301-3406 | WhatsApp: (61) 3301-3406 | Email: pssmatrind@uol.com.br,Pe Lindomar Lopes da Silva,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santissima-trindade/,562,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Guará II,EQ 15/17 - Lote C - S/N - 71050-155,Maria Imaculada,,,Tel: (61)39746600 | WhatsApp: (61)39746600 | Email: paroquiaimaculada@globo.com,Padre Edilson Santos da Costa,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/maria-imaculada/,563,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Guará II,"EQ 32/34 - Conj T - Guará II, 71.065-201",Divino Espírito Santo,,,Email: divinoespirito.guara@arquidiocesedebrasilia.org.br,Pe. Mário Alves Bandeira,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/divino-espirito-santo-2/,564,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,,,Brasília,Guará,Guará I,EQ 01/02 AE 01 Lúcio Costa - Guará I - Brasília - DF,São José,,"doação do Sr. Jeovat Mendes, no qual, com muita dedicação, dirigiu também a parte técnica dos trabalhos. As missas eram celebr",Tel: 3568-5027 | WhatsApp: (61) 9 9858-7357 | Email: secretaria@paroquiasaojose.org | Site: https://www.paroquiasaojose.org/,,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-jose/,565,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Núcleo Bandeirante,"3ª Av. Pça. Pe. Roque - Módulo 3, Núcleo Bandeirante, 71.705-500",São João Bosco,,,Tel: (61) 3552-0876 | WhatsApp: (61) 3552-0876 | Email: parsjbnb@salesiano.br | Instagram: https://www.instagram.com/dombosconb/,Padre Roberto Modesto Carneiro,Padre Anselmo da Silva Nascimento; João Batista Lima,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-joao-bosco/,566,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,São Sebastião,PAD-DF,Nossa Senhora Aparecida – PADDF,,,Tel: (61) 98152-7326 | WhatsApp: (61) 98152-7326 | Email: nsaparecida.paddf@arquidiocesedebrasilia.org.br | Instagram: https://www.instagram.com/paroquian.sraaparecidapadf/,Padre Luciano Ferri Pires,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-aparecida-paddf/,567,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"QNJ 19 AE 11, Taguatinga, 72.140-190",Santa Teresinha,,,Tel: 61 3973-0522 | Email: paroquiasantateresinha2018@gmail.com,Padre Jairo Grajales Llanos,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santa-teresinha/,569,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"Praça Central - A.E. Setor C 7- Taguatinga, 72.010-070",Santuário Nossa Senhora do Perpétuo Socorro,,,Tel: 6135610529 | Email: santuario@gmail.com,Pe. Antonio Fausto Valença,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/santuario-nossa-senhora-do-perpetuo-socorro/,570,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,ParkWay,"SMPW Quadra 05 - Conjunto 13, Lote 01, AE - 71735-513 Park Way",Imaculado Coração de Maria,,,Tel: (61) 3382-8625 | WhatsApp: (61) 99982-6973 | Email: imaculadocoracao.parkway@arquidiocesedebrasilia.org.br,Pe. Miguel Alon Barros Souza,Pe. Rodrigo Vieira de Souza Noronha | Pe. Getson Pereira,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/imaculado-coracao-de-maria/,568,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"AE 5 A Setor G Norte, Taguatinga, 72.130-003",Sagrada Família,,,Tel: (61) 3711 5654 | WhatsApp: (61)3711 5654 | Email: Secretaria1.sagradafamilia@gmail.com,Pe. Carlos Costa Carvalho,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sagrada-familia/,571,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"EQNM 34/36 AE Md. B, Setor M Norte, Taguatinga, 72.145-507",São Pedro e São Paulo,,doação de materiais e ajuda da comunidade construiu a paróquia na quadra 38/40 da M norte e depois a capela na quadra 34/36. E,Tel: (61) 3581-3972 | WhatsApp: (61) 3581-3972 | Email: spspdf@gmail.com | Facebook: https://www.facebook.com/paroquiaspedrospaulomnorte/?ref=page_internal | Instagram: https://www.instagram.com/paroquiaspspmnorte/,Padre Alexandre da Luz Silva,Antônio Alves dos Santos,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-pedro-e-sao-paulo/,574,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"QSE EQ 11/13 - Área Especial 01, Vila Dimas Sul, Taguatinga, 72.025-110",São Vicente de Paulo,,,Tel: 61 3356-5210 | Email: saovicente.taguatinga@arquidiocesedebrasilia.org,Pe. Adilson Brito de Oliveira,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-vicente-de-paulo/,572,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"EQNL 9/11 - Lt 02, Taguatinga, 72.151-505",São Judas Tadeu,,,Tel: (61) 33363222 | WhatsApp: (61) 33363222 | Email: saojudas.taguatinga@arquidiocesedebrasilia.org.br,Padre João Firmino Galvão Neto,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-judas-tadeu-2/,576,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"EQNL 21/23 - Md. 02, Taguatinga, 72.150-215",São Sebastião,,,Tel: (61) 9.9221-5835 | WhatsApp: (61) 9.9221-5835 | Email: saosebastiao.taguatinga@arquidiocesedebrasilia.org.br,Padre José Eudes Ribeiro da Costa,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-sebastiao/,573,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"AE - Qd 24 Norte - Setor F - Taguatinga, Brasília - DF, 72125-140",São João Batista,,,Tel: (61) 3526-6538 | Email: psjb.taguatingadf@gmail.com,PADRE GABRIEL FONSECA ALVES,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-joao-batista/,578,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"QSD AE 25 Setor D, Taguatinga Sul, 72.020-282",São Pedro,,,Tel: (61) 3352-5425 | WhatsApp: (61) 3352-5425 | Email: paroquiasaopedrotag@gmail.com | Facebook: https://www.facebook.com/paroquiasaopedro | Instagram: https://www.instagram.com/paroquiasaopedrotagdf/,Padre Everton Vieira da Silva,Vicente de Paulo / Gedeon Rocha,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-pedro/,575,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"QSF 5/7 AE 2, Taguatinga Sul, 72025.550",Nossa Senhora do Carmo,,,Tel: 61 3356-7489 | WhatsApp: 61 3356-7489 | Email: secretariaparoquiadocarmo@gmail.com,Padre José Wellington Gonçalves da Silva,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-do-carmo-2/,579,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"CND 30 - AE no. 01, Taguatinga Norte, 72.120-970",São José,,,Tel: 61 33542921 // 61 30363856 | Email: psj2secretaria@gmail.com,Padre Antonio Carlos de Araújo,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/sao-jose-2/,577,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"QNG AE 25/27, Taguatinga Norte, 72.130-005",Nossa Senhora de Lourdes,,,Tel: 61 3522-8355 | WhatsApp: 61 3522-8355 | Email: p.nossasenhoradelourdes@gmail.com,Padre Silas Cesar dos Reis,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-de-lourdes/,580,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"AE 3 Setor D Sul, Lt 1 e 2, Taguatinga Sul, 72.020-030",Nossa Senhora de Fátima,,"doação, à Mitra Arquidiocesana de Brasília, das seguintes áreas: Área Especial 03, D – Sul, Área para Igreja 25 – Setor D-Sul | doação. Nesses 62 anos da nossa Paróquia contou com párocos dedicados para evangelizar, em especial a 52 anos conta com a admi",Tel: (61) 3561-0568 / (61) 3967-0568 | WhatsApp: (61) 3561-0568 | Email: secretaria@pnsf.org.br,"Pe. Sandrosvaldo Gonçalves, OCS","Pe. Anderson Augusto Mina de Oliveira Lima, OCS | Pe. Ernestino Mendes Bueno, OCS",Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/nossa-senhora-de-fatima-2/,581,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
Brasil,Centro-Oeste,DF,Distrito Federal,Brasília,Taguatinga,"QNC 12, Lote 01 AE, Taguatinga Norte, 72.115-620",Imaculado Coração de Maria,,"dízimo, banheiros...) • Em 23 de fevereiro de 2022, aniversário de 8 anos da paróquia, a comunidade ganhou um brasão, nova ide",Tel: 61 99654-4808 | WhatsApp: 6199654-4808 | Email: imaculadocoracao.taguatinga@arquidiocesedebrasilia.org.br,Padre Paulo Alves Marciano,,Arquidiocese de Brasília,Arquidiocese de Brasília - GeoDirectory API,https://arqbrasilia.com.br/todas_paroquias/imaculado-coracao-de-maria-2/,582,2026-06-07,coletado_de_fonte_oficial; pendente_enriquecimento_cnpj_doacoes,Campos CNPJ/doações/paróco ficam vazios quando a fonte oficial não publica o dado estruturado.
