regional,circunscricao,site_oficial,url_fonte,titulo_pagina,cnpj_detectado,emails_detectados,telefones_detectados,trechos_doacao,data_coleta,status_validacao
Regional Nordeste V,Diocese de Grajaú,http://www.diocesegrajau.org.br/,https://diocesegrajau.org.br/noticias/criacao-da-paroquia-de-fernando-falcao/,Criação da Paróquia São Paulo Apóstolo em Fernando Falcão-MA - Diocese de Grajaú - MA,,curia@diocesegrajau.org.br,,O Prefeito Odailton em sua fala agradeceu ao Bispo Diocesano por ter criado a Paróquia e disponibilizar um Padre para a região. Padre Edmilson é o primeiro sacerdote residente naquela área. Em nome de todos os católicos da cidade o prefeito Odailton entregou a,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste V,Diocese de Grajaú,http://www.diocesegrajau.org.br/,https://diocesegrajau.org.br/noticias/igreja-do-brasil/presidente-da-cnbb-convida-ao-gesto-concreto-de-doacao-a-campanha-para-a-evangelizacao-2021-dias-11-e-12/,"Presidente da CNBB convida ao gesto concreto de doação à Campanha para a Evangelização 2021, dias 11 e 12 - Diocese de Grajaú - MA",,curia@diocesegrajau.org.br,,"Presidente da CNBB convida ao gesto concreto de doação à Campanha para a Evangelização 2021, dias 11 e 12 - Diocese de Grajaú - MA | Presidente da CNBB convida ao gesto concreto de doação à Campanha para a Evangelização 2021, dias 11 e 12 | O arcebispo de Belo Horizonte (MG) e presidente da Conferência Nacional dos Bispos do Brasil (CNBB), dom Walmor Oliveira de Azevedo, divulgou nesta sexta-feira, 10 de dezembro, um vídeo no qual convida os católicos ao gesto concreto de doação à Campanha para a | Dom Walmor destaca que as as doações dinamizam iniciativas de Evangelização nas dioceses e também em muitos lugares do Brasil, da América Latina e África, contemplando populações mais pobres e excluídas. O apoio, conforme dom Walmor, permite a CNBB e a Igreja  | O gesto solidário, de acordo com dom Walmor, é uma bonita oferta à obra de Evangelização. Veja, abaixo, a íntegra do vídeo com a mensagem. | Como serão as doações",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste V,Arquidiocese de São Luís do Maranhão,https://arquislz.org.br/,https://arquislz.org.br/2026/04/10/homilia-de-dom-gilberto-na-festa-de-25-anos-da-paroquia-sao-paulo-apostolo/,Homilia de Dom Gilberto na festa de 25 anos da Paróquia São Paulo Apóstolo – Arquidiocese de São Luís do Maranhão,,,,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste III,Diocese de Barreiras,http://www.diocesedebarreiras.org.br/,https://diocesedebarreiras.org.br/antigo_paroquia-n-sra-aparecida-sao-desiderio/,Z - Paróquia N. Sra. Aparecida - São Desidério - Diocese de Barreiras,,,(77) 9 9947-2573,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste III,Diocese de Barreiras,http://www.diocesedebarreiras.org.br/,https://diocesedebarreiras.org.br/paroquiasforaniasaomateus/,PARÓQUIAS FORANIA SÃO MATEUS - Diocese de Barreiras,,catedralbarreiras@gmail.com; luziaasanta@hotmail.com; paroquiasaojose.barreiras@hotmail.com; paroquiastarafaela@hotmail.com.br; psc.barreiras@hotmail.com,(77) 3611-1318; (77) 3611-5926; (77) 3612-1877; (77) 9 8115-4514; (77) 9 8128-4603,"•   Dizimo : (Santuário, Santo Antonio, Santa Catarina, Nossa senhora de Fátima) •   Batismo : (Santuário, Santo Antonio, Santa Catarina, Nossa senhora de Fátima) •   Pastoral da Familiar : (Santuário) •   Pastoral catequética :   : (Santuário, Santo Antonio, ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste III,Diocese de Barreiras,http://www.diocesedebarreiras.org.br/,https://diocesedebarreiras.org.br/antigo_paroquia-sao-jose-barreiras/,Z - Paróquia São José - Barreiras - Diocese de Barreiras,,paroquiasaojose.barreiras@hotmail.com,(77) 9 8115-4514,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste III,Diocese de Barreiras,http://www.diocesedebarreiras.org.br/,https://diocesedebarreiras.org.br/antigo_paroquia-senhor-do-bonfim-baianopolis/,Z - Paróquia Nosso Senhor do Bonfim - Baianópolis - Diocese de Barreiras,,paroquiasenhordobonfim1@outlook.com,(77) 9 9839-1017,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste III,Diocese de Barreiras,http://www.diocesedebarreiras.org.br/,https://diocesedebarreiras.org.br/paroquiasforaniasaolucas/,PARÓQUIAS FORANIA SÃO LUCAS - Diocese de Barreiras,,p.senhorasantanar.n@hotmail.com; paroquiasagrado@outlook.com; paroquiasantarita01@gmail.com; paroquiasaogoncalo.mansidao@gmail.com,(77) 3611-5926; (77) 9 9900-5360; (77) 9 9986-8423; (77) 99702-1867; (77) 99965-0058,Pastoral Familiar Pastoral Catequética Pastoral da Criança Pastoral do Dízimo Pastoral da Esperança Pastoral do Batismo Pastoral da Liturgia Pastoral da Juventude,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Norte II,Diocese de Macapá,http://www.diocesedemacapa.com.br/,https://www.diocesedemacapa.com.br/2019/02/08/pastoral-do-dizimo-realiza-encontro-neste-sabado-9/,"Pastoral do Dízimo realiza encontro neste sábado, 9 – Portal de Notícias da Diocese de Macapá",,curiadiocesana.macapa@gmail.com; diocese.macapa@gmail.com; pascom@diocesedemacapa.com,(96) 3222-0426; (96) 3223-1690; (96) 98414-2731; 2018-2022; 9 8108-7752,"Pastoral do Dízimo realiza encontro neste sábado, 9 – Portal de Notícias da Diocese de Macapá | Pastoral do Dízimo realiza encontro neste sábado, 9 | Pastoral do Dízimo realiza encontro neste sábado, 9 | Pastoral do Dízimo realiza encontro neste sábado, 9 | Pastoral do Dízimo realiza encontro neste sábado, 9 | Pastoral do Dízimo realiza encontro neste sábado, 9",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Norte II,Diocese de Macapá,http://www.diocesedemacapa.com.br/,https://www.diocesedemacapa.com.br/2021/12/07/divulgacao-das-acoes-pastorais-de-cada-igreja-particular-do-brasil-ajuda-a-dar-maior-visibilidade-as-acoes-de-doacao-para-a-coleta-para-a-evangelizacao/,Divulgação das ações pastorais de cada igreja particular do Brasil ajuda a dar maior visibilidade às ações de doação para a coleta para a evangelização – Portal de Notícias da Dioc,,curiadiocesana.macapa@gmail.com; diocese.macapa@gmail.com; pascom@diocesedemacapa.com,(96) 3222-0426; (96) 3223-1690; (96) 98414-2731; 2018-2022; 2019-2023,Divulgação das ações pastorais de cada igreja particular do Brasil ajuda a dar maior visibilidade às ações de doação para a coleta para a evangelização – Portal de Notícias da Diocese de Macapá | Divulgação das ações pastorais de cada igreja particular do Brasil ajuda a dar maior visibilidade às ações de doação para a coleta para a evangelização | Divulgação das ações pastorais de cada igreja particular do Brasil ajuda a dar maior visibilidade às ações de doação para a coleta para a evangelização | Divulgação das ações pastorais de cada igreja particular do Brasil ajuda a dar maior visibilidade às ações de doação para a coleta para a evangelização | Divulgação das ações pastorais de cada igreja particular do Brasil ajuda a dar maior visibilidade às ações de doação para a coleta para a evangelização | Divulgação das ações pastorais de cada igreja particular do Brasil ajuda a dar maior visibilidade às ações de doação para a coleta para a evangelização,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Norte II,Diocese de Macapá,http://www.diocesedemacapa.com.br/,https://www.diocesedemacapa.com.br/2026/01/06/comunidade-catolica-de-ferreira-gomes-inicia-preparacao-para-acolhida-de-novo-sacerdote/,Comunidade Católica de Ferreira Gomes inicia preparação para acolhida de novo sacerdote – Portal de Notícias da Diocese de Macapá,,curiadiocesana.macapa@gmail.com; diocese.macapa@gmail.com; pascom@diocesedemacapa.com,(96) 3222-0426; (96) 3223-1690; (96) 9 9139-0682; (96) 98414-2731; 2018-2022,Faça sua doação por meio da chave-pix:  8af115ab-d1a1-4374-9629-e55657755f43  ou  QR Code  –  Mi tra Diocesana de Macapá,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 1,Diocese de Itaguaí,https://dioceseitaguai.org.br/,https://dioceseitaguai.org.br/,Home | Diocese de Itaguaí,,,(21) 2688-3292,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 1,Diocese de Itaguaí,https://dioceseitaguai.org.br/,https://dioceseitaguai.org.br/pastoral-e-movimento/pastoral-do-dizimo/,Pastoral do Dízimo | Diocese de Itaguaí,,,(21) 2688-3292,"Pastoral do Dízimo | Diocese de Itaguaí | Deve ser uma prática pastoral, envolvendo toda a Diocese com as suas diversas comunidades, por ser uma atitude bíblica e que amadurece a nossa vivência cristã através da partilha. O dízimo pressupõe uma conscientização dos fiéis, por isso ele se torna uma past | Para a Igreja: recorda-nos, de que através da Igreja, revelamos nossa vontade de colaborar, de verdade, com o Projeto Divino neste mundo. O dízimo promove os trabalhos de evangelização e realiza obras de caridade e assistência aos menos favorecidos. | Criar, nos momentos de celebrações e missas, o “Plantão do Dízimo”, em local de destaque de modo a facilitar aproximação do dizimista ou do futuro dizimista. | Que todas as comunidades prestem contas mensalmente ao Pároco e à coordenação paroquial da pastoral do dízimo e, por sua vez, a paróquia preste contas à comunidade, através de um relatório anexado ao mural das igrejas.",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 1,Diocese de Itaguaí,https://dioceseitaguai.org.br/,https://dioceseitaguai.org.br/dom-paulo-abencoa-nova-capela-em-seropedica/,Dom Paulo abençoa nova capela em Seropédica | Diocese de Itaguaí,,,(21) 2688-3292,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste II,Diocese de Salgueiro,http://www.diocesedesalgueiro.org.br/,https://diocesedesalgueiro.org.br/contato/,Contato | Diocese de Salgueiro,,,(87)3871-2871,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste II,Diocese de Salgueiro,http://www.diocesedesalgueiro.org.br/,https://diocesedesalgueiro.org.br/,Diocese de Salgueiro | Boas vindas ao Portal da Diocese,,,(87)3871-2871,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste II,Diocese de Salgueiro,http://www.diocesedesalgueiro.org.br/,https://diocesedesalgueiro.org.br/clero/,Cleros | Diocese de Salgueiro,,,(87)3871-2871,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste II,Diocese de Salgueiro,http://www.diocesedesalgueiro.org.br/,https://diocesedesalgueiro.org.br/comunidades-e-paroquias-encerram-o-mes-mariano-com-muita-festa/,Comunidades e Paróquias Encerram o Mês Mariano Com Muita Festa | Diocese de Salgueiro,,,(87)3871-2871,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste II,Diocese de Salgueiro,http://www.diocesedesalgueiro.org.br/,https://diocesedesalgueiro.org.br/paroquia/area-pastoral-sao-pedro-apostolo-sipauba-bodoco-pe/,"Área Pastoral São Pedro Apóstolo - Sipaúba, Bodocó-PE | Diocese de Salgueiro",,,(87)3871-2871,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Arquidiocese de Mariana,http://www.arqmariana.com.br/,https://arqmariana.com.br/noticia/paroquia-de-nossa-senhora-do-amparo-prepara-a-tradicional-festa-do-divino-espirito-santo/,Arquidiocese de Mariana » Paróquia de Nossa Senhora do Amparo prepara a tradicional Festa do Divino Espírito Santo,,,,Desenvolvido por Agência Parábola,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Arquidiocese de Mariana,http://www.arqmariana.com.br/,https://arqmariana.com.br/noticia/dizimo-sinal-de-fe-gratidao-e-pertenca/,"Arquidiocese de Mariana » Dízimo: sinal de fé, gratidão e pertença",,,,"Arquidiocese de Mariana » Dízimo: sinal de fé, gratidão e pertença --> | Dízimo: sinal de fé, gratidão e pertença - Arquidiocese de Mariana - MG | Dízimo: sinal de fé, gratidão e pertença | A Igreja no Brasil, durante o mês de novembro, convida os seus fiéis a aprofundarem sua experiência com o dízimo, como expressão de gratidão a Deus, resposta madura de fé e exercício concreto de sinodalidade. Ofertar o dízimo é um ato sagrado de comunhão e par | Na Bíblia, dízimo é a décima parte dos bens ofertada a Deus em sinal de agradecimento. Vejamos o que diz o Livro de Malaquias (3,10): “Trazei íntegros os dízimos ao tesouro do Templo, para que haja sustento em meu templo; fazei a prova comigo— diz o Senhor dos | Nos documentos da Igreja no Brasil, o dízimo é compreendido como “uma contribuição sistemática e periódica dos fiéis, por meio do qual cada comunidade assume, corresponsavelmente, sua sustentação e a da Igreja. Ele pressupõe pessoas evangelizadas e comprometid",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Arquidiocese de Mariana,http://www.arqmariana.com.br/,https://arqmariana.com.br/contato/,Arquidiocese de Mariana » Contato,,,(31) 3557-1237,Desenvolvido por Agência Parábola,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Arquidiocese de Mariana,http://www.arqmariana.com.br/,https://arqmariana.com.br/noticia/foranias-da-regiao-mariana-sul-promoveram-confraternizacoes-pelo-dia-do-padre/,Arquidiocese de Mariana » Foranias da Região Mariana Sul promoveram confraternizações pelo Dia do Padre,,,,Desenvolvido por Agência Parábola,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Arquidiocese de Mariana,http://www.arqmariana.com.br/,https://arqmariana.com.br/noticia/comunidades-celebram-nossa-senhora-de-lourdes/,Arquidiocese de Mariana » Comunidades celebram Nossa Senhora de Lourdes,,,,Desenvolvido por Agência Parábola,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Arquidiocese de Mariana,http://www.arqmariana.com.br/,https://arqmariana.com.br/clero/,Arquidiocese de Mariana » Clero,,,,Pe. Dario Chaves Pereira | Pe. Ronaldo Gomes Chaves | Desenvolvido por Agência Parábola,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste III,Diocese de Ruy Barbosa,https://diocesederuybarbosa.com.br/,https://diocesederuybarbosa.com.br/contato/,Contato - Diocese de Ruy Barbosa,,,(74) 9 9995-5942; (74) 99995-5942,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste III,Diocese de Ruy Barbosa,https://diocesederuybarbosa.com.br/,https://diocesederuybarbosa.com.br/cada-comunidade-uma-nova-vocacao/,Cada Comunidade uma Nova Vocação - Diocese de Ruy Barbosa,,,(74) 9 9995-5942,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Oliveira,http://www.dioceseoliveira.org.br/,https://www.dioceseoliveira.org.br/o-padre-la-do-alto/,O PADRE LÁ DO ALTO – Diocese Oliveira,,,(37) 3331-1986; (37) 3331-8938,"O sacerdote lembra que a vida em comunidade é sua alegria. Ali mesmo no Alto recebe os outros seis irmãos, que com ele celebram o dia a dia e as datas em família. Também aproveita para estar próximo ao povo, não somente nas celebrações as quais continua se ded | “Se a gente tem essa oportunidade de comungar e participar da família, com os paroquianos e a comunidade de modo geral, isso traz um apoio e uma segurança muito grande para todos aqueles que procuram a gente. Porque quando alguém procura é porque precisa. E a  | São Paulo é, para a Igreja, um dos nomes mais importantes e respeitados pela sua doação no anúncio do Evangelho. As epístolas ou cartas apostólicas compõem grande parte do segundo testamento. Foi na figura deste santo e mártir que Pe. Nilson dos Reis Mendes en",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Oliveira,http://www.dioceseoliveira.org.br/,https://www.dioceseoliveira.org.br/paroquia-sao-sebastiao-acolhe-novo-paroco/,PARÓQUIA SÃO SEBASTIÃO ACOLHE NOVO PÁROCO – Diocese Oliveira,,,(37) 3331-1986; (37) 3331-8938,"O bispo diocesano, Dom Miguel Angelo Freitas Ribeiro, agradeceu o acolhimento da nova paróquia e a doação de Pe. Sebastião Lino ao serviço ministerial. Ele também ressaltou e cumprimentou Pe. Roberto Carlos (Betinho) pelos anos como pároco e dedicação total à ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Guanhães,http://www.diocesedeguanhaes.com.br,https://diocesedeguanhaes.com.br/o-dizimo-como-uma-experiencia-de-fe/,O Dízimo como uma experiência de fé – Diocese de Guanhães,,,,"O Dízimo como uma experiência de fé – Diocese de Guanhães | O Dízimo como uma experiência de fé | O dízimo só pode ser partilha se for fruto de uma fé viva, tornando-se então, oferta perfeita. | As nossas partilhas e ofertas são ações da vida do cristão que chegam ao coração do Pai, quando se tornam um verdadeiro culto em espírito e verdade, isso é, quando a experiência da fé precede a partilha numa dinâmica santificante pela qual o cristão faz da sua | da equipe diocesana da pastoral do dízimo",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Guanhães,http://www.diocesedeguanhaes.com.br,https://diocesedeguanhaes.com.br/formacao-e-espiritualidade-para-agentes-da-pastoral-do-dizimo-em-belo-horizonte-regional-leste-ii-da-cnbb/,FORMAÇÃO E ESPIRITUALIDADE PARA AGENTES DA PASTORAL DO DÍZIMO EM BELO HORIZONTE – REGIONAL LESTE II DA CNBB – Diocese de Guanhães,,,,"FORMAÇÃO E ESPIRITUALIDADE PARA AGENTES DA PASTORAL DO DÍZIMO EM BELO HORIZONTE – REGIONAL LESTE II DA CNBB – Diocese de Guanhães | FORMAÇÃO E ESPIRITUALIDADE PARA AGENTES DA PASTORAL DO DÍZIMO EM BELO HORIZONTE – REGIONAL LESTE II DA CNBB | Aconteceu nos dias 21 a 23 de Março de 2017, no Centro de Acolhimento São José em Belo Horizonte, Formação e Espiritualidade  para agentes da Pastoral do Dízimo do Regional Leste II (Minas Gerais e Espírito Santo). | O objetivo específico do encontro foi formar em nosso Regional Leste II uma Equipe para a Pastoral do Dízimo, com um representante de cada Província Eclesiástica. Sendo assim, fora escolhido para representar as Províncias:  Pe Tadeu ( Província Juiz de Fora) , | Voltamos entusiasmados com tudo que aprendemos e partilhamos sobre a experiência vivenciada sobre o Dízimo. | Dízimo é a devolução, contribuição e partilha a Deus de uma pequena parcela dos nossos bens em forma de ação de graças pelo muito que D`Ele recebemos. É aquela parte reservada e consagrada para a manutenção da religião e dos necessitados. Deus é dono de tudo, ",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Itabira-Fabriciano,https://dioceseitabira.org.br/,https://dioceseitabira.org.br/cnbb-agradece-as-doacoes-a-coleta-nacional-da-campanha-para-a-evangelizacao-2023/,Diocese de Itabira-Coronel Fabriciano » CNBB agradece as doações à Coleta Nacional da Campanha para a Evangelização 2023,,,,"Diocese de Itabira-Coronel Fabriciano » CNBB agradece as doações à Coleta Nacional da Campanha para a Evangelização 2023 --> | CNBB agradece as doações à Coleta Nacional da Campanha para a Evangelização 2023 - Diocese de Itabira - Cel. Fabriciano | CNBB agradece as doações à Coleta Nacional da Campanha para a Evangelização 2023 | “A você meu irmão, a você minha irmã, a gratidão da CNBB por sua participação na Campanha para a Evangelização 2023. Sabemos que você fez sua generosa oferta para a ação evangelizadora em nosso país neste terceiro domingo do advento”, diz o primeiro vice-presi | Muitas iniciativas foram realizadas graças a essa coparticipação dos fiéis. São exemplos, o apoio em todo o trabalho feito da tradução brasileira da 3ª edição típica do Missal Romano (foto ao lado), o Estudo nº 114 da CNBB, publicado em 2021: “E a palavra habi",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste IV,Diocese de Parnaíba,http://www.diocesedeparnaiba.org.br/,https://www.diocesedeparnaiba.org.br/doacao-online/,Diocese de Parnaíba (PI),,,(86) 9 9406-0604,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste IV,Diocese de Campo Maior,http://www.diocesedecampomaior.org.br/,https://diocesedecampomaior.org.br/paroquia/paroquia-nossa-senhora-da-conceicao-sigefredo-pacheco/,Paróquia Nossa Senhora da Conceição - Sigefredo Pacheco | Diocese de Campo Maior,,,(86) 3252-1132; (86) 9 8116-8701,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste IV,Diocese de Campo Maior,http://www.diocesedecampomaior.org.br/,https://diocesedecampomaior.org.br/category/noticias/noticias-das-paroquias/,Paróquias | Diocese de Campo Maior,,,(86) 3252-1132,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Nordeste IV,Diocese de Campo Maior,http://www.diocesedecampomaior.org.br/,https://diocesedecampomaior.org.br/clero/,Clero | Diocese de Campo Maior,,,(86) 3252-1132,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Ituiutaba,http://www.diocesedeituiutaba.com.br/,https://diocesedeituiutaba.com.br/clero/,Diocese de Ituiutaba/MG - CLERO,,,(34) 3261-3058,CRIADO POR  AGÊNCIA CATTOS,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Ituiutaba,http://www.diocesedeituiutaba.com.br/,https://diocesedeituiutaba.com.br/paroquia-nossa-senhora-das-gracas/,Diocese de Ituiutaba/MG - PARÓQUIA NOSSA SENHORA DAS GRAÇAS,,,(34) 3261-3058; 34 3268.8911,CRIADO POR  AGÊNCIA CATTOS,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Ituiutaba,http://www.diocesedeituiutaba.com.br/,https://diocesedeituiutaba.com.br/,Diocese de Ituiutaba/MG - PÁGINA INICIAL,,,(34) 3261-3058,CRIADO POR  AGÊNCIA CATTOS,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Ituiutaba,http://www.diocesedeituiutaba.com.br/,https://diocesedeituiutaba.com.br/paroquia-santa-luzia/,Diocese de Ituiutaba/MG - PARÓQUIA SANTA LUZIA,,,(34) 3261-3058; 34 3268.7544,CRIADO POR  AGÊNCIA CATTOS,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Ituiutaba,http://www.diocesedeituiutaba.com.br/,https://diocesedeituiutaba.com.br/paroquia-santo-antonio/,Diocese de Ituiutaba/MG - PARÓQUIA SANTO ANTÔNIO,,,(34) 3261-3058,CRIADO POR  AGÊNCIA CATTOS,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/padre-lucio-participa-do-encontro-da-comissao-biblico-catequetica-do-regional-leste-2-da-cnbb/,Padre Lúcio participa do Encontro da Comissão Bíblico-Catequética do Regional Leste 2 da CNBB | Diocese de Divinópolis,,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/festa-de-nossa-senhora-da-conceicao-na-comunidade-de-boa-vista-em-claudio/,"Festa de Nossa Senhora da Conceição, na comunidade de Boa Vista, em Cláudio | Diocese de Divinópolis",,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/padre-carlos-henrique-participa-do-curso-de-gestao-do-economato-no-instituto-axis/,"Padre Carlos Henrique participa do Curso de Gestão do Economato, no Instituto AXIS | Diocese de Divinópolis",,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/paroquia-de-camacho-promove-encontro-de-formacao-para-liderancas-paroquiais/,Paróquia de Camacho promove encontro de formação para lideranças paroquiais | Diocese de Divinópolis,,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/audio-da-coletiva-de-imprensa-sobre-o-processo-de-beatificacao-do-padre-liberio/,Áudio da Coletiva de Imprensa sobre o Processo de Beatificação do Padre Libério | Diocese de Divinópolis,,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/encontro-de-pais-dos-catequisandos-da-paroquia-de-nossa-senhora-do-carmo/,Encontro de Pais dos catequisandos da Paróquia de Nossa Senhora do Carmo | Diocese de Divinópolis,,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/clero/dom-cristiano-portela-de-araujo/,Dom Cristiano Portela de Araújo | Diocese de Divinópolis,,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Divinópolis,http://www.diocesedivinopolis.org.br/,https://diocesedivinopolis.org.br/missa-de-setimo-dia-do-padre-chiquinho/,Missa de Sétimo Dia do Padre Chiquinho | Diocese de Divinópolis,,,(37) 3229-9300,Contribua com os nossos conteúdos.,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 1,Diocese de Nova Friburgo,http://diocesenf.org.br/,https://diocesenf.org.br/paroquias/,Paróquias | Diocese de Nova Friburgo,,,(22) 2522-2799,,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/dia-do-padre/,DIA DO PADRE! – Diocese de Janaúba,04.111.443/0001-00,secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 98816-6110; (38) 99185-0050; 1659586791,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/clero-se-reune-nesta-terca-feira/,CLERO SE REÚNE NESTA TERÇA FEIRA! – Diocese de Janaúba,04.111.443/0001-00,comunicacao.diocesejanauba@yahoo.com; secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 9 9185-0050; (38) 98816-6110; (38) 99185-0050,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Leste 2,Diocese de Janaúba,http://diocesedejanauba.com.br,https://diocesedejanauba.com.br/clero-da-diocese-de-janauba-participara-do-retiro-anual-de-23-a-27-de-fevereiro/,CLERO DA DIOCESE DE JANAÚBA PARTICIPARÁ DO RETIRO ANUAL DE 23 A 27 DE FEVEREIRO – Diocese de Janaúba,04.111.443/0001-00,comunicacao.diocesejanauba@yahoo.com; secretaria@diocesedejanauba.com.br,(38) 3821-6851; (38) 9 9185-0050; (38) 98816-6110; (38) 99185-0050,Banco: Banco do Brasil | Chave PIX: 04.111.443/0001-00,2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
