regional,sigla_estados_regional,circunscricao,tipo_circunscricao,estado,municipio,regiao,bairro,endereco,nome_da_igreja_paroquia,cnpj,canal_de_doacoes,contato,nome_do_paroco,site_oficial_circunscricao,url_fonte,fonte,data_coleta,status_validacao
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Fátima – Mucajaí,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São José Operário – Caracaraí e Iracema,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São João Batista e São Luis de França,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Santo Isidoro – Alto Alegre,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Nazaré – Normandia,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Catedral Cristo Redentor,,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Santo Antônio de Sant´Anna Galvão,,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Fátima – Mucajaí,,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São José Operário – Caracaraí e Iracema,,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São João Batista e São Luis de França,,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Santo Isidoro – Alto Alegre,,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Nazaré – Normandia,,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,"Paróquia São Jerônimo, onde Padre Mário Castro foi constituído o Pároco. Em missa celebrada na comunidade São Bento",,,curiarr@yahoo.com.br; 95 3224-3741,Antônio Roberto; Jefferson Almeida; Jefferson Almeida Na Quarta-feira; Mário Castro; Mário Castro Na Quinta-feira,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/diocese-de-roraima-institui-tres-novas-paroquias/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,comunidade – Diocese de Roraima,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Catedral Cristo Redentor,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Santo Antônio de Sant´Anna Galvão,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Fátima – Mucajaí,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São José Operário – Caracaraí e Iracema,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São João Batista e São Luis de França,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Santo Isidoro – Alto Alegre,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Nazaré – Normandia,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,comunidade 4 de outubro de 2023,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,comunidade há décadas,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,comunidade de São Francisco por muitos anos,,,curiarr@yahoo.com.br; 95 3224-3741,Lucio Nicoletto,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/foi-realizada-a-festa-de-sao-francisco-padroeiro-da-comunidade/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Sinodal – Diocese de Roraima,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Catedral Cristo Redentor,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Santo Antônio de Sant´Anna Galvão,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Fátima – Mucajaí,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São José Operário – Caracaraí e Iracema,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia São João Batista e São Luis de França,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Santo Isidoro – Alto Alegre,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Nossa Senhora de Nazaré – Normandia,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Norte I,"AM, RR",Diocese de Roraima,Diocese,,,,,,Paróquia Sinodal,,,curiarr@yahoo.com.br; 95 3224-3741,,https://diocesederoraima.org.br/,https://diocesederoraima.org.br/formacao-por-uma-paroquia-sinodal/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,PARÓQUIA DO PRADO – Iguatu RODAS DE TERAPIA COMUNITÁRIA INTEGRATIVA – DIOCESE DE IGUATU,,,2021 2023; 2024-2025,João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/paroquia-do-prado-iguatu-rodas-de-terapia-comunitaria-integrativa/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,,2021 2023; 2024-2025,João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/paroquia-do-prado-iguatu-rodas-de-terapia-comunitaria-integrativa/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,,2021 2023; 2024-2025,João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/paroquia-do-prado-iguatu-rodas-de-terapia-comunitaria-integrativa/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,PARÓQUIA DO PRADO – Iguatu RODAS DE TERAPIA COMUNITÁRIA INTEGRATIVA,,,2021 2023; 2024-2025,João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/paroquia-do-prado-iguatu-rodas-de-terapia-comunitaria-integrativa/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,comunidade da Vila Neuma/Vila Moura foi mobilizada e várias pessoas compareceram ao CRAS daquela localidade,,,2021 2023; 2024-2025,João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/paroquia-do-prado-iguatu-rodas-de-terapia-comunitaria-integrativa/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Paróquia do Prado realiza Missa e Confraternização de Natal na Veneza – DIOCESE DE IGUATU,,ver página de doações/trechos detectados,2021 2023; 2024-2025,Pe João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/pastoral-da-pessoa-idosa-ppi-da-paroquia-do-prado-realiza-missa-e-confraternizacao-de-natal-na-veneza/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,ver página de doações/trechos detectados,2021 2023; 2024-2025,Pe João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/pastoral-da-pessoa-idosa-ppi-da-paroquia-do-prado-realiza-missa-e-confraternizacao-de-natal-na-veneza/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,ver página de doações/trechos detectados,2021 2023; 2024-2025,Pe João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/pastoral-da-pessoa-idosa-ppi-da-paroquia-do-prado-realiza-missa-e-confraternizacao-de-natal-na-veneza/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Paróquia do Prado realiza Missa e Confraternização de Natal na Veneza,,ver página de doações/trechos detectados,2021 2023; 2024-2025,Pe João Batista,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/pastoral-da-pessoa-idosa-ppi-da-paroquia-do-prado-realiza-missa-e-confraternizacao-de-natal-na-veneza/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,,2021 2023; 2024-2025,Edival Barboza,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/quase-paroquia-imaculada-conceicao-varzea-da-conceicao-realiza-estudo-sobre-o-ivc-iniciacao-a-vida-cristao/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,,2021 2023; 2024-2025,Edival Barboza,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/quase-paroquia-imaculada-conceicao-varzea-da-conceicao-realiza-estudo-sobre-o-ivc-iniciacao-a-vida-cristao/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Paróquia Imaculada Conceição- Várzea da Conceição realiza estudo sobre o IVC ( Iniciação a vida Cristão),,,2021 2023; 2024-2025,Edival Barboza,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/quase-paroquia-imaculada-conceicao-varzea-da-conceicao-realiza-estudo-sobre-o-ivc-iniciacao-a-vida-cristao/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Paróquia que na ocasião agradeceu a todos,,,2021 2023; 2024-2025,Edival Barboza,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/quase-paroquia-imaculada-conceicao-varzea-da-conceicao-realiza-estudo-sobre-o-ivc-iniciacao-a-vida-cristao/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,PARÓQUIA DE BOM JESUS DE QUIXELÔ – DIOCESE DE IGUATU,,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/podcast-os-150-anos-da-paroquia-de-bom-jesus-de-quixelo/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/podcast-os-150-anos-da-paroquia-de-bom-jesus-de-quixelo/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/podcast-os-150-anos-da-paroquia-de-bom-jesus-de-quixelo/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,PARÓQUIA DE BOM JESUS DE QUIXELÔ,,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/podcast-os-150-anos-da-paroquia-de-bom-jesus-de-quixelo/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,ver página de doações/trechos detectados,1925-2019; 2021 2023; 2024-2025,Joao Firmino; João Firmino,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,ver página de doações/trechos detectados,1925-2019; 2021 2023; 2024-2025,Joao Firmino; João Firmino,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"Paróquia Imaculada Conceição, Guassusse, Orós",,ver página de doações/trechos detectados,1925-2019; 2021 2023; 2024-2025,Joao Firmino; João Firmino,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/comunidades-eclesiais-de-base-da-diocese-de-iguatu-se-encontram-em-assembleia-para-partilha-e-planejamento/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/comunidades-eclesiais-de-base-da-diocese-de-iguatu-se-encontram-em-assembleia-para-partilha-e-planejamento/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/paroquias/zona-2/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,,2021 2023; 2024-2025,,http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/paroquias/zona-2/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,Catedral de São José,,,2021 2023; 2024-2025,"Papa Francisco; Papa Francisco
 
 Diocesedeiguatu",http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/a-agenda-de-dom-geraldo-nosso-bispo-diocesano-em-roma-esta-prevista-para-amanha-sabado-9-setembro-pela-manha-a-audiencia-com-com-o-santo-padre-papa-francisco/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste I,CE,Diocese de Iguatu,Diocese,,,,,,"PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO, EM ACOPIARA/CE",,,2021 2023; 2024-2025,"Papa Francisco; Papa Francisco
 
 Diocesedeiguatu",http://www.diocesedeiguatu.org.br/,https://www.diocesedeiguatu.org.br/a-agenda-de-dom-geraldo-nosso-bispo-diocesano-em-roma-esta-prevista-para-amanha-sabado-9-setembro-pela-manha-a-audiencia-com-com-o-santo-padre-papa-francisco/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste II,"AL, PB, PE, RN",Arquidiocese da Paraíba,Arquidiocese,,,,,,Basílica de Nossa Senhora das Neves,,,curia@arquidiocesepb.org.br; (83) 3133-1000,,http://www.arquidiocesepb.org.br/,https://arquidiocesepb.org.br/a-arquidiocese-da-paraiba-ganha-quatro-novos-padres/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste II,"AL, PB, PE, RN",Arquidiocese da Paraíba,Arquidiocese,,,,,,"comunidade Círio de Nazaré em Santa Rita, onde também deu início ao seu serviço do Altar como coroinha",,,curia@arquidiocesepb.org.br; (83) 3133-1000,,http://www.arquidiocesepb.org.br/,https://arquidiocesepb.org.br/a-arquidiocese-da-paraiba-ganha-quatro-novos-padres/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste II,"AL, PB, PE, RN",Arquidiocese da Paraíba,Arquidiocese,,,,,,"Paróquia Sagrado Coração de Jesus, também em Santa Rita, nessa em que houve o seu despertar vocacional",,,curia@arquidiocesepb.org.br; (83) 3133-1000,,http://www.arquidiocesepb.org.br/,https://arquidiocesepb.org.br/a-arquidiocese-da-paraiba-ganha-quatro-novos-padres/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste II,"AL, PB, PE, RN",Arquidiocese da Paraíba,Arquidiocese,,,,,,"Paróquia Nossa Senhora da Conceição, localizada cidade de Itabaiana – PB",,,curia@arquidiocesepb.org.br; (83) 3133-1000,,http://www.arquidiocesepb.org.br/,https://arquidiocesepb.org.br/a-arquidiocese-da-paraiba-ganha-quatro-novos-padres/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste II,"AL, PB, PE, RN",Arquidiocese da Paraíba,Arquidiocese,,,,,,"Paróquia São Pedro e São Paulo, em Tibiri, Santa Rita",,,curia@arquidiocesepb.org.br; (83) 3133-1000,,http://www.arquidiocesepb.org.br/,https://arquidiocesepb.org.br/a-arquidiocese-da-paraiba-ganha-quatro-novos-padres/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste II,"AL, PB, PE, RN",Arquidiocese da Paraíba,Arquidiocese,,,,,,"Catedral Basílica de Nossa Senhora das Neves. E, com a graça de Deus, serei ordenado Presbítero no próximo dia 13/12",,,curia@arquidiocesepb.org.br; (83) 3133-1000,,http://www.arquidiocesepb.org.br/,https://arquidiocesepb.org.br/a-arquidiocese-da-paraiba-ganha-quatro-novos-padres/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
Regional Nordeste II,"AL, PB, PE, RN",Arquidiocese da Paraíba,Arquidiocese,,,,,,"Comunidade Nova Berith, onde residi por oito meses",,,curia@arquidiocesepb.org.br; (83) 3133-1000,,http://www.arquidiocesepb.org.br/,https://arquidiocesepb.org.br/a-arquidiocese-da-paraiba-ganha-quatro-novos-padres/,site_oficial_circunscricao,2026-06-07,candidato_extraido_automaticamente; requer_validacao_manual
